Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
8/29/2017,1:37:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GOSHEN RD @ MIDCOUNTY HWY,39.151675,-77.19256167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,JEEP,WRANGLER,BLUE,Warning,21-201(a1),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.151675, -77.1925616666667)"
8/29/2017,1:54:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,WOODFIELD RD @ EMORY GROVE RD,39.14805167,-77.17025,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HOND,4S,BLACK,Warning,21-204(d),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1480516666667, -77.17025)"
8/29/2017,1:54:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,WOODFIELD RD @ EMORY GROVE RD,39.14805167,-77.17025,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HOND,4S,BLACK,Warning,23-104,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1480516666667, -77.17025)"
8/29/2017,1:54:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WOODFIELD RD @ EMORY GROVE RD,39.14805167,-77.17025,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HOND,4S,BLACK,Warning,21-201(a1),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1480516666667, -77.17025)"
8/29/2017,2:08:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,WOODFIELD RD @ EMORY GROVE RD,39.155385,-77.16746667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,SCION,4S,BLUE,Warning,21-204(d),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.155385, -77.1674666666667)"
8/29/2017,2:08:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WOODFIELD RD @ EMORY GROVE RD,39.155385,-77.16746667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,SCION,4S,BLUE,Warning,21-201(a1),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.155385, -77.1674666666667)"
1/30/2013,20:51:00,MCP,"6th district, Gaithersburg / Montgomery Village",KNOWINGLY DRIVING UNINSURED VEHICLE,WATKINS MILL RD / STEDWICK RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,CHEV,MALIBU,WHITE,Citation,17-107,Transportation Article,No,HISPANIC,M,RIVERDALE,MD,MD,A - Marked Patrol,
1/20/2013,16:33:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,124 @ AIRPARK,39.17201685,-77.15154523,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,VOLKSWAGON,EOS,WHITE,Citation,13-409(b),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.17201685, -77.1515452333333)"
11/30/2013,23:06:00,MCP,"5th district, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,118 @ DAWSON FARM RD,39.17099,-77.27802,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HYUNDIA,ELANTRA,SILVER,Citation,16-112(c),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.17099, -77.27802)"
11/8/2013,22:44:00,MCP,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106,",WISTERIA/118,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,CHRY,SEBRING,SILVER,Citation,16-303(h),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,M - Marked (Off-Duty),
6/26/2013,20:15:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,10206 NEW HAMPSHIRE AVE,39.02225908,-76.9782608,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2000,HONDA,ACCORD,RED,Citation,16-101(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(39.0222590833333, -76.9782608)"
6/25/2013,20:37:00,MCP,"6th district, Gaithersburg / Montgomery Village","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",MONTGOMERY VILLAGE AVE @ CLUB HOUSE RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,VOLKSWAGON,JETTA,BLUE,Citation,21-901.1(b),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
5/25/2012,10:54:00,MCP,"3rd district, Silver Spring",OPERATOR NOT RESTRAINED BY SEATBELT,SB BROADBIRCH DR/ PLUM ORCHARD DR,39.05578677,-76.95715435,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2001,NISSAN,FRONTIER,RED,Citation,22-412.3(b),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,O - Foot Patrol,"(39.0557867666667, -76.95715435)"
12/11/2012,16:47:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,E JEFFERSON ST AT ROLLINS AVE,39.05847517,-77.12831528,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2011,SUBARU,FORESTER,"BLUE, LIGHT",Citation,21-201(a1),Transportation Article,No,WHITE,F,OLNEY,MD,MD,A - Marked Patrol,"(39.0584751666667, -77.1283152833333)"
8/7/2012,17:27:00,MCP,"2nd district, Bethesda",FAILURE TO NOTIFY ADM. OF ADDRESS CHANGE WITHIN 30 DAYS,LEXINGTON ST/PERRY AVE,39.03206078,-77.07232162,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,MAZD,3,BLACK,Citation,13-414(a),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0320607833333, -77.0723216166667)"
10/1/2013,6:51:00,MCP,"4th district, Wheaton",FAILURE OF DRIVER AT CROSSOVER TO YIELD RIGHT-OF- WAY TO VEH. ON HWY.,GEORGIA AVE/HEWITT AVE,,,No,No,Yes,No,No,No,No,No,No,No,XX,19 - Moped,2012,SUNNY,NINGBO,RED,Citation,21-404.1(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,
8/28/2017,23:03:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,",MD-355/BROOKS AVE,39.14340833,-77.20050667,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2012,TOYT,PRIUS,"BLUE, DARK",Warning,21-405(e1),Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.1434083333333, -77.2005066666667)"
8/28/2017,23:22:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,",MD-355/S WESTLAND DRIVE,39.12576333,-77.18315667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYT,4RUNNER,SILVER,Warning,21-405(e1),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1257633333333, -77.1831566666667)"
8/29/2017,2:30:00,MCP,"3rd district, Silver Spring",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,13880 OLD COLUMBIA PIKE,39.08488833,-76.952155,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,FORD,TK,WHITE,Warning,21-402(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0848883333333, -76.952155)"
2/24/2015,8:22:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,10009 RENFREW ROAD,39.01976833,-77.02402833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2007,LINCOLN,MARK LT,CREAM,Citation,21-201(a1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0197683333333, -77.0240283333333)"
8/29/2017,2:30:00,MCP,"3rd district, Silver Spring",DRIVER SPINNING WHEELS,13880 OLD COLUMBIA PIKE,39.08488833,-76.952155,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,FORD,TK,WHITE,Warning,21-1117(c),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0848883333333, -76.952155)"
8/29/2017,2:55:00,MCP,"3rd district, Silver Spring",EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH,NB 29 / INDUSTRIAL PKWY,39.06766667,-76.958395,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,SUBA,OUTBACK,BLACK,Warning,21-801.1,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0676666666667, -76.958395)"
10/20/2015,11:00:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RIDGE ROAD AND KINGS VALLEY,39.25393167,-77.2276,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,GMC,YUKON,BLACK,Citation,13-409(b),Transportation Article,No,WHITE,M,DAMASCUS,MD,MD,A - Marked Patrol,"(39.2539316666667, -77.2276)"
5/7/2014,14:56:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,370 ON SHADY GROVE RD EXIT,39.12017167,-77.18160833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2010,HYUNDAI,ELANTRA,BLACK,Citation,16-112(c),Transportation Article,No,WHITE,M,MANASSAS,VA,VA,B - Unmarked Patrol,"(39.1201716666667, -77.1816083333333)"
4/22/2013,17:27:00,MCP,"6th district, Gaithersburg / Montgomery Village",OWNER KNOWINGLY PERMITTING MOTOR VEH. TO BE DRIVEN ON HWY. BY UNAUTHORIZED PERSON,MONTGOMERY VILLAGE @ WALKERS CHOICE,39.16553173,-77.20495918,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,HIGHLANDER,GRAY,Citation,16-305(a),Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1655317333333, -77.2049591833333)"
5/15/2013,15:33:00,MCP,"1st district, Rockville",DRIVER FAIL TO MAKE REQUIRED STOP AT SIGN,DEBORAH DR AND LARKMEADE LA,39.03271333,-77.165715,No,No,No,Yes,No,No,No,No,No,No,MD,05 - Light Duty Truck,1992,GRUMAN,MAILTRUCK,WHITE,Citation,21-202(m),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0327133333333, -77.165715)"
5/24/2012,0:12:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 54 MPH IN A POSTED 30 MPH ZONE,OLD GEORGETOWN RD / HUNTINGTON PKWY,38.99336132,-77.10846417,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,SUBARU,OUTBACK,WHITE,Citation,21-801.1,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,Q - Marked Laser,"(38.9933613166667, -77.1084641666667)"
9/8/2012,15:00:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,SB 270 @ 124,39.1505737,-77.21879477,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYT,VAN,RED,Citation,13-411(f),Transportation Article,No,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,"(39.1505737, -77.2187947666667)"
10/14/2012,0:20:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,CALVERTON BOULEVARD AT GALWAY DRIVE,39.05636273,-76.94571295,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,NISS,350Z,BLACK,Citation,13-411(f),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0563627333333, -76.94571295)"
9/23/2012,22:02:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,MUNCASTER MILL RD AT IVY OAK RD,39.15684195,-77.15842527,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MITSUBISHI,GALANT,RED,Citation,13-401(h),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.15684195, -77.1584252666667)"
8/29/2017,0:14:00,MCP,Headquarters and Special Operations,FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,GERMANTOWN RD / SENECA MEADOWS PWY,39.194732,-77.2608625,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYT,COROLLA 4S,WHITE,Warning,21-405(e1),Transportation Article,No,HISPANIC,M,FREDERICK,MD,MD,B - Unmarked Patrol,"(39.194732, -77.2608625)"
8/28/2017,23:14:00,MCP,"4th district, Wheaton",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,NH/WOLF,39.07263,-77.00271833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HYUNDAI,4S`,SILVER,Warning,21-405(e1),Transportation Article,No,OTHER,M,BLADENSBURG,MD,MD,A - Marked Patrol,"(39.07263, -77.0027183333333)"
8/28/2017,23:35:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NEW HAMPSHIRE/NOTLEY,39.078595,-77.00163833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HONDA,ACCORD,SILVER,Warning,21-201(a1),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.078595, -77.0016383333333)"
10/4/2014,12:17:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,DARNESTOWN RD @ SHADY GROVE RD,39.09190667,-77.19772667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1999,HONDA,CIVIC,GREEN,Citation,16-112(c),Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.0919066666667, -77.1977266666667)"
9/13/2014,14:04:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,WESTBARD AVENUE @ MASSACHUSETTS AVENUE,38.95847,-77.10948667,No,Yes,No,Yes,No,No,No,No,No,No,VA,02 - Automobile,1998,CHEVROLET,CAVALIER,GOLD,Citation,13-411(d),Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.95847, -77.1094866666667)"
9/23/2014,20:03:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,UNIVERSITY BLVD E / CARROLL AVE,38.99334167,-76.99218667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1992,HONDA,2S,BLACK,Citation,16-112(c),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,XX,A - Marked Patrol,"(38.9933416666667, -76.9921866666667)"
7/25/2014,8:08:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,MONTGOMERY VILLAGE AVE/ WALKERS CHOICE,39.16466167,-77.20441167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,NISSAN,ALTIMA,BROWN,Citation,13-411(d),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1646616666667, -77.2044116666667)"
12/16/2013,22:26:00,MCP,"2nd district, Bethesda",DRIVING VEH. ON HWY. WITH SUSPENDED REGISTRATION,WISCONSIN AVE AND CHASE AVE,38.98998,-77.09491667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,MAZDA,2,SILVER,Citation,13-401(h),Transportation Article,No,BLACK,M,TEMPLE HILLS,MD,MD,A - Marked Patrol,"(38.98998, -77.0949166666667)"
6/29/2013,19:49:00,MCP,"5th district, Germantown",PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT,RAMP SB 270 FROM DEMOCRACY BLVD,39.019945,-77.14458833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,ODESSEY,SILVER,Citation,22-412.3(c),Transportation Article,No,BLACK,F,CABIN JOHN,MD,MD,A - Marked Patrol,"(39.019945, -77.1445883333333)"
5/4/2013,9:26:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED PROPERTY DAMAGE,MUNCASTER MILL ROAD / LAYTONIA DRIVE,39.15371892,-77.1537621,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,1997,HOND,4S,BEIGE,Citation,20-103(b),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1537189166667, -77.1537621)"
5/26/2012,13:04:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,ROCKVILLE PIKE / MARINELLI RD,39.04688233,-77.11331485,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,BMW,4S,SILVER,Citation,22-412.3(b),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0468823333333, -77.11331485)"
10/2/2012,14:42:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,EAST GUDE DRIVE/ROTHGEB DRIVE,39.09638432,-77.13484257,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,MERZ,2S,SILVER,Citation,13-401(h),Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0963843166667, -77.1348425666667)"
11/2/2012,10:34:00,MCP,"4th district, Wheaton",FALSIFYING/ATTEMPT FALSIFY WITH FRAUDULENT INTENT OFFICIAL DOCUMENT/PLATE ISSUED BY AD.,GEORGIA AVE/ HEATHFIELD,39.087488,-77.08021122,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,OLDS,4S,WHITE,Citation,14-110(b),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.087488, -77.0802112166667)"
9/3/2012,0:45:00,MCP,"4th district, Wheaton","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",LAYHILL RD & BRIGGS RD,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2001,FORD,TK EXPLPORER,WHITE,Citation,22-201.1,Transportation Article,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,
9/12/2013,9:44:00,MCP,"2nd district, Bethesda",DISPLAYING  REG. PLATE ISSUED FOR OTHER VEHICLE,N/B ROCKVILLE PIKE @ MARINELLI RD,39.05517757,-77.11704148,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1994,DODGE,PICK UP,BLACK,Citation,13-411(g),Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0551775666667, -77.1170414833333)"
8/15/2013,18:49:00,MCP,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,RANDOLPH RD/ GLENALLAN AVE,39.06045322,-77.04488133,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HUMMER,H2 TK,"BLUE, LIGHT",Citation,21-801(b),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.0604532166667, -77.0448813333333)"
7/13/2013,10:40:00,MCP,"3rd district, Silver Spring",RECKLESS DRIVING,29 SOUTH/ BLACKBURN,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,PONT,4S,BLACK,Citation,21-901.1(a),Transportation Article,No,HISPANIC,F,BOWIE,MD,MD,Q - Marked Laser,
9/24/2014,9:49:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,28/124,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,CV,WHITE,Citation,16-303(c),Transportation Article,No,BLACK,M,WALDORF,MD,MD,A - Marked Patrol,
8/29/2017,0:14:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BONIFANT/NOTLEY,39.091585,-77.01472667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,MERZ,TK,GREEN,Warning,21-201(a1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.091585, -77.0147266666667)"
1/23/2015,2:12:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,NB 270 / SHADY GORVE RD,39.18454333,-77.26284667,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2013,CHRYSLER,200,WHITE,Citation,21-902(a2),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.1845433333333, -77.2628466666667)"
7/24/2013,10:35:00,MCP,"1st district, Rockville",KNOWINGLY USING FALSIFIED VEH. REG. PLATE,MD355/TWINBROOK PWY,,,No,No,No,No,No,No,No,No,No,No,XX,02 - Automobile,1999,LEXUS,ES300,WHITE,Citation,14-110(g),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,
12/7/2015,15:32:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,FENTON ST/WAYNE AVE,38.99465333,-77.02415333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,4S,SILVER,Citation,21-201(a1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9946533333333, -77.0241533333333)"
8/1/2013,12:37:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,SB I270 @ MUDDY BRANCH RD,39.1287896,-77.20408087,No,No,No,No,No,No,No,No,No,No,MI,02 - Automobile,2012,DODGE,DURANGO,BLACK,Citation,21-801.1,Transportation Article,No,OTHER,M,BOYDS,MD,MD,A - Marked Patrol,"(39.1287896, -77.2040808666667)"
2/28/2013,16:26:00,MCP,"2nd district, Bethesda",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,DEMOCRACY BLVD @ I270,39.02157247,-77.144043,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HONDA,PILOT,GRAY,Citation,16-101(a),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0215724666667, -77.144043)"
3/26/2013,21:54:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,MIDDLEBROOK RD./  GERMANTOWN RD.,39.17826152,-77.26681197,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CADI,CEVILLE,TAN,Citation,16-303(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1782615166667, -77.2668119666667)"
11/15/2013,22:02:00,MCP,"3rd district, Silver Spring",DRIVER CHANGING LANES WHEN UNSAFE,15421 OLD COLUMBIA PIKE,39.10873667,-76.93579833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,SUBA,SW,GREEN,Citation,21-309(b),Transportation Article,Yes,WHITE,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1087366666667, -76.9357983333333)"
5/27/2013,19:56:00,MCP,"4th district, Wheaton",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,NEW HAMPSHIRE AVENUE/BRIGGS CHANEY RD,39.10763667,-76.99961333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,VOLKSWAGON,GTI,BLUE,Citation,22-406(i1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1076366666667, -76.9996133333333)"
5/15/2013,8:16:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,PLYERS MILL RD & METROPOLITAN AVE,39.02950597,-77.07511257,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHEVY,IMPALA,BLACK,Citation,22-412.3(b),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.0295059666667, -77.0751125666667)"
9/27/2012,14:29:00,MCP,"1st district, Rockville",FAILURE TO STOP AT STOP SIGN,SELFRIDGE RD AT GRIDLEY RD,39.05697387,-77.08443023,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,FORD,FOCUS,GRAY,Citation,21-707(a),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0569738666667, -77.0844302333333)"
8/29/2017,0:14:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,BONIFANT/NOTLEY,39.091585,-77.01472667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,MERZ,TK,GREEN,Warning,16-112(c),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.091585, -77.0147266666667)"
